,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
236,Jarimi etal,2018,solar thermal.txt,0.027658017,0.063798292,0.024496401,0.251709436,0.249255826,0.50893675,0.251709436,0.249255826,0.50893675,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
237,jarimi etal,2020,Review of sustainable method.txt,0.031625546,0.065401999,0.018295308,0.528610567,0.296875081,0.085330543,0.528610567,0.296875081,0.085330543,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
238,jasen and marchetti,2012,Kinetic study of.txt,0.025201222,0.038540137,0.02013258,0.080245147,-0.500740822,0.210837462,0.080245147,-0.500740822,0.210837462,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
239,javed and fahlen,2011,Thermal response.txt,0.009124948,0.016920677,0.008690614,-1.041747654,-1.142692818,-0.570780856,-1.041747654,-1.142692818,-0.570780856,30583.53,3.31,980.753,4.617,1212720.149,12222.242,1.845,588641.324
240,JENKINS,2009,cooling loads.txt,0.019924891,0.087129668,0.042074364,-0.287999723,0.942040149,1.709714452,-0.287999723,0.942040149,1.709714452,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
241,ji etal,2014,Approach of a solar buil.txt,0.025686686,0.099433852,0.030254777,0.114126566,1.307391334,0.902300287,0.114126566,1.307391334,0.902300287,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
242,jian yao,2012,Effect.txt,0.039425068,0.139386544,0.039516367,1.072953618,2.493716517,1.534973732,1.072953618,,1.534973732,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
243,Jiang etal,2009,utilizing bent heat pipes.txt,0.035910858,0.07459898,0.051660517,0.827690402,0.569963313,2.364559283,0.827690402,0.569963313,,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
244,jiang etal,2010,solar thermosyphon systems.txt,0.012297443,0.040129398,0.011306533,-0.820333339,-0.453550512,-0.392083437,-0.820333339,-0.453550512,-0.392083437,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
245,jiang etal,2012,Current development o.txt,0.051555237,0.091770796,0.036181139,1.919540479,1.079850324,1.307139195,1.919540479,1.079850324,1.307139195,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
246,jiang etal,2013, Design and performan.txt,0.013558617,0.039712303,0.006248498,-0.732313665,-0.465935418,-0.737605568,-0.732313665,-0.465935418,-0.737605568,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
247,john raftery,2009,Sustainable.txt,0.055833223,0.085195918,0.019002375,2.218108983,0.884620841,0.133631412,2.218108983,0.884620841,0.133631412,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
248,Jorge and Armando C. Oliveira,2006,solar.txt,0.016853586,0.041668734,-0.002047782,-0.502351752,-0.407842628,-1.304337185,-0.502351752,-0.407842628,-1.304337185,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
249,Jorge etal,2008,cogeneration ORC system.txt,0.017534701,0.024210999,0.007125891,-0.454815481,-0.926219485,-0.677669518,-0.454815481,-0.926219485,-0.677669518,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
250,jorge,2009,water absorption.txt,0.049992916,0.039031686,0.02014742,1.810503204,-0.486145141,0.211851187,1.810503204,-0.486145141,0.211851187,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
251,jorge,2010,linear Fresnel.txt,0.024027247,0.039762539,-0.001847063,-0.001688687,-0.464443753,-1.290625802,-0.001688687,-0.464443753,-1.290625802,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
252,joshi etal,2010,Analysis of energy and exergy.txt,0.016093814,0.086500595,0.0248083,-0.55537759,0.923360934,0.530243026,-0.55537759,0.923360934,0.530243026,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
253,jouhara,2009,wraparound.txt,0.009876529,0.035291991,0.02541027,-0.989293408,-0.597188822,0.571364555,-0.989293408,-0.597188822,0.571364555,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
254,jradi and riffat,2012,Medium temper.txt,0.044844355,0.111875063,0.029778672,1.451175625,1.676811288,0.869776819,1.451175625,1.676811288,0.869776819,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
255,jradi,2014,Micro scale ORC based.txt,0.024723595,0.048553188,0.013367052,0.04691068,-0.203420814,-0.25132619,0.04691068,-0.203420814,-0.25132619,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
256,kalogirus,2013,Building integration.txt,0.062638795,0.096465423,0.028949339,2.693082382,1.219249029,0.813123781,,1.219249029,0.813123781,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
257,Kan and Hu,2015,composite building.txt,0.015049437,0.074700559,0.029084688,-0.628266622,0.572979526,0.822369687,-0.628266622,0.572979526,0.822369687,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
258,kan etal,2009,Ecological.txt,0.024810672,0.049455012,0.001039501,0.052987984,-0.176642736,-1.093440161,0.052987984,-0.176642736,-1.093440161,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
259,kan etal,2010,Exergoeconomic performance.txt,0.015018306,0.076412963,0.027828467,-0.630439287,0.623826371,0.736555324,-0.630439287,0.623826371,0.736555324,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
260,Karlessi etal,2013,thermo.txt,0.008453715,0.015923747,0.012842809,-1.088594189,-1.172294907,-0.287138012,-1.088594189,-1.172294907,-0.287138012,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
261,kartal,2013,Comparison.txt,0.053354597,0.109663286,0.039641204,2.045121113,1.611136447,1.543501529,2.045121113,1.611136447,1.543501529,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
262,kasaeian etal,2017,Investigation of the eff.txt,0.017194783,0.038018615,0.005596362,-0.47853894,-0.516226519,-0.782153954,-0.47853894,-0.516226519,-0.782153954,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
263,kepekci etal,2020, Three dimension.txt,0.004163012,0.025702851,0.002233389,-1.388050305,-0.881921545,-1.011883826,-1.388050305,-0.881921545,-1.011883826,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
264,kesten etal,2010,daylight performance.txt,0.005221206,0.043706836,-0.000473261,-1.314197001,-0.347324758,-1.196779247,-1.314197001,-0.347324758,-1.196779247,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
265,Khaled Saleh,2008,Chilean climate.txt,0.064125412,0.077776296,0.029373368,2.796836114,0.664308165,0.842089887,,0.664308165,0.842089887,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
266,Khandelwal etal,2007,hybrid photovoltaic.txt,0.004289415,0.054683518,0.002314815,-1.379228407,-0.021391413,-1.006321515,-1.379228407,-0.021391413,-1.006321515,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
267,khennich etal,2013,Comparison of combined.txt,0.026490016,0.055818232,-0.003166227,0.170192448,0.012301926,-1.380739907,0.170192448,0.012301926,-1.380739907,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
268,khodaee etal,2019,Assessment of the level.txt,0.013930717,-0.020466239,-0.038350911,-0.706344146,-2.252831756,-3.78425979,-0.706344146,-2.252831756,,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
269,khoshbazan etal,2018,Thermo economic analy.txt,0.022488933,0.0906,0.006916996,-0.109050458,1.045085575,-0.691939436,-0.109050458,1.045085575,-0.691939436,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
270,khzouz etal,2011,Characterizatio.txt,0.01474086,0.047511838,0.030444965,-0.649802782,-0.234341889,0.915292308,-0.649802782,-0.234341889,0.915292308,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
271,kilavuz and dogan,2020,Economic growt.txt,0.038662239,0.067076248,0.017466757,1.019714334,0.346588981,0.028730951,1.019714334,0.346588981,0.028730951,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
272,Kim etal,2009,cooling effect and potable water.txt,0.020660227,0.024527966,0.012725658,-0.236679262,-0.916807689,-0.295140769,-0.236679262,-0.916807689,-0.295140769,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
273,kim,2013,the investigation of an openi.txt,0.013400971,0.045178868,0.038308806,-0.743316122,-0.303615348,1.452483417,-0.743316122,-0.303615348,1.452483417,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
274,kiyota etal,2013,Analysis of greenhouse gase.txt,0.001125434,0.030919212,0.008586526,-1.600048417,-0.727030847,-0.577891293,-1.600048417,-0.727030847,-0.577891293,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
275,kizilors and aydin,2020,Effect of therm.txt,0.023525435,0.059782789,0.008234218,-0.036711125,0.130022507,-0.601957995,-0.036711125,0.130022507,-0.601957995,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
276,kler etal,2010,combined technolo.txt,0.013250536,0.023450785,0.00273224,-0.753815204,-0.948792684,-0.977806529,-0.753815204,-0.948792684,-0.977806529,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
277,klunne and michael,2010,Increasing.txt,0.031631015,0.034825485,0.023362948,0.528992248,-0.611040898,0.431508864,0.528992248,-0.611040898,0.431508864,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
278,knez etal,2014,A sustainable transport.txt,0.021857621,0.052661897,0.021030494,-0.153110886,-0.081419917,0.272175335,-0.153110886,-0.081419917,0.272175335,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
279,kokogiannakis,2012,Impact of material surface.txt,0.012539809,0.031239773,0.003467591,-0.803418184,-0.717512353,-0.927573576,-0.803418184,-0.717512353,-0.927573576,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
280,kong,2020,Optimal.txt,0.033552199,0.052553734,0.008166969,0.663075273,-0.08463163,-0.60655185,0.663075273,-0.08463163,-0.60655185,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
281,kosa,2020,Dynamic and steady.txt,0.021633048,0.076487873,0.022038567,-0.168784265,0.626050686,0.341038371,-0.168784265,0.626050686,0.341038371,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
282,kumar and reddy,2012,energy exe.txt,0.014470965,0.044207313,-0.015891876,-0.668639274,-0.33246398,-2.250048561,-0.668639274,-0.33246398,-2.250048561,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
283,kumar etal,2019,A review status on alternativ.txt,0.022011969,0.086085149,0.020292128,-0.142338676,0.911024972,0.221736418,-0.142338676,0.911024972,0.221736418,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
284,kumar etal,2020,The role of nanot.txt,0.03655927,0.061919672,0.029400956,0.872944247,0.193473497,0.843974424,0.872944247,0.193473497,0.843974424,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
285,Lalzad,2013,desalination plant.txt,0.0119194,0.012283551,0.010842517,-0.846717654,-1.280384133,-0.423781068,-0.846717654,-1.280384133,-0.423781068,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
286,Laseinde and Ramere,2018,vertical support.txt,0.024308334,0.04906619,0.023744064,0.017928888,-0.188188116,0.45754346,0.017928888,-0.188188116,0.45754346,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
287,lau etal,2012,A preliminary study o.txt,0.023665649,0.030650938,0.022889843,-0.026925282,-0.734996758,0.399190286,-0.026925282,-0.734996758,0.399190286,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
288,law etal,2013,heat pump and an organic Rankine.txt,0.014897839,0.016095768,0.018691589,-0.638846903,-1.167187035,0.112401107,-0.638846903,-1.167187035,0.112401107,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
289,lazzarin and noro,2016,Energy efficiency.txt,0.031262549,0.066866891,0.016171742,0.503276388,0.340372489,-0.059733502,0.503276388,0.340372489,-0.059733502,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
290,Lazzarin etal,2008,electronic expansion valves.txt,0.025736818,0.037959147,0.0346681,0.117625375,-0.517992296,1.203781163,0.117625375,-0.517992296,1.203781163,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
291,Lazzarin etal,2013,annual air conditioning.txt,0.023765019,0.022931862,0.012267343,-0.01999007,-0.964201202,-0.326448972,-0.01999007,-0.964201202,-0.326448972,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
292,lazzarin etal,2018,Hybrid PCM aluminium foa.txt,0.04193197,0.046409028,0.028723404,1.247914929,-0.267087906,0.797689854,1.247914929,-0.267087906,0.797689854,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
293,Lazzarin,2007,absorption chillers.txt,0.012477331,0.002532573,0.007129715,-0.807778653,-1.569922355,-0.67740829,-0.807778653,-1.569922355,-0.67740829,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
294,Lazzarin,2007,Solar cooling plants.txt,0.01859728,0.026666226,0.024517088,-0.380656133,-0.853315805,0.510349897,-0.380656133,-0.853315805,0.510349897,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
295,lee etal,2013,high rise.txt,-0.001218408,0.020548977,0.004454927,-1.76362952,-1.034956799,-0.860127185,-1.76362952,-1.034956799,-0.860127185,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
296,lee etal,2013,Rooftop photovoltaic.txt,0.042338046,0.080774917,0.029054862,1.276255701,0.753346951,0.820332271,1.276255701,0.753346951,0.820332271,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
297,Lee etal,2017,Cooling combinations.txt,0.006293368,0.026769529,0.002801993,-1.239368813,-0.850248418,-0.973041656,-1.239368813,-0.850248418,-0.973041656,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
298,lee etal,2020,Experimental.txt,0.03304559,0.052512556,0.015858209,0.627718107,-0.08585433,-0.081151428,0.627718107,-0.08585433,-0.081151428,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
299,lee etal,2020,Performance estimation.txt,0.019849764,0.018850179,0.006378455,-0.293242974,-1.08539964,-0.728728003,-0.293242974,-1.08539964,-0.728728003,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
300,li and dai,2019,Energy.txt,0.020802952,0.083729021,0.012647787,-0.226718204,0.841063893,-0.300460315,-0.226718204,0.841063893,-0.300460315,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
301,li and liang,2018,The economi.txt,0.012727509,0.157374247,0.036036036,-0.790318254,3.027829814,1.29722698,-0.790318254,,1.29722698,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
302,li and shuan,2020,Research on freq.txt,0.041278275,0.076840275,0.020478551,1.202292361,0.636514654,0.234471273,1.202292361,0.636514654,0.234471273,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
303,li and yang,2010,Energy and exergy analysis.txt,0.011805752,0.041043424,0.005453306,-0.854649336,-0.426410099,-0.79192635,-0.854649336,-0.426410099,-0.79192635,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
304,li and zhang,2020,Developing the tran.txt,0.014517625,0.051979373,0.027193433,-0.665382774,-0.101686255,0.693175132,-0.665382774,-0.101686255,0.693175132,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
305,li and zhang,2020,Ecological efficiency.txt,0.052073176,0.088991786,0.025797101,1.955688365,0.997332491,0.597789608,1.955688365,0.997332491,0.597789608,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
306,li etal,2010,hybrid solar electricity system.txt,0.020095283,0.07119918,0.012869495,-0.276107691,0.469012232,-0.285315057,-0.276107691,0.469012232,-0.285315057,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
307,li etal,2012,Experimental study on the di.txt,0.07642437,0.103764959,0.035464005,3.655203101,1.435995963,1.258150667,,1.435995963,1.258150667,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
308,li etal,2016,feasible energy saving analysis.txt,0.037523264,0.073999335,0.025137952,0.94022319,0.552157912,0.552762107,0.94022319,0.552157912,0.552762107,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
309,li etal,2016,Performance.txt,0.03254505,0.056393111,0.013414634,0.592784447,0.029371952,-0.248075782,0.592784447,0.029371952,-0.248075782,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
310,li etal,2016,Thermal analysis.txt,0.02630536,0.036892248,0.014031571,0.157305035,-0.549672003,-0.205931874,0.157305035,-0.549672003,-0.205931874,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
311,li etal,2019,Effect of design.txt,-0.023901887,-0.003891269,-0.001145738,-3.346751292,-1.760667061,-1.242717191,,-1.760667061,-1.242717191,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
312,li etal,2019,low power data.txt,0.026574737,0.113041915,0.024286725,0.176105298,1.711458911,0.494613457,0.176105298,1.711458911,0.494613457,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
313,li,2020,Analysis on.txt,0.019843585,0.131751944,0.025864493,-0.293674213,2.267020452,0.602393198,-0.293674213,2.267020452,0.602393198,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
314,lian etal,2016,Simultaneous synthes.txt,0.007154827,0.032834327,0.010734138,-1.179245989,-0.670164863,-0.43118457,-1.179245989,-0.670164863,-0.43118457,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
315,liang and shi,2020,Efficiency evaluatio.txt,0.03193433,0.103769613,0.046888321,0.550161163,1.436134162,2.038563229,0.550161163,1.436134162,2.038563229,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
316,liao and wang,2012,Performance based lo.txt,0.034986407,0.080514679,0.032133676,0.763171295,0.745619638,1.030650769,0.763171295,0.745619638,1.030650769,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
317,lim etal,2013,Design config.txt,0.028310752,0.048586471,0.016468591,0.297265037,-0.202432534,-0.039455303,0.297265037,-0.202432534,-0.039455303,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
318,lin etal,2011,Ammonia water absorption cycle.txt,0.012210456,0.027595374,-0.002839181,-0.826404335,-0.825726374,-1.358398877,-0.826404335,-0.825726374,-1.358398877,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
319,lin etal,2018,Experimental study on im.txt,0.043641462,0.10425289,0.032451166,1.367223523,1.450484224,1.052338974,1.367223523,1.450484224,1.052338974,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
320,lin,2016,Stratum ventilation a low c.txt,0.052782053,0.101844668,0.049144008,2.005162216,1.378976286,2.192652713,2.005162216,1.378976286,2.192652713,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
321,ling etal,2013,The numerical s.txt,-0.007848492,0.056846561,0.025151778,-2.226355257,0.042836348,0.553706568,-2.226355257,0.042836348,0.553706568,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
322,Lingen,2013,cycle.txt,0.00156635,4.27E-05,-0.035381026,-1.569276097,-1.643855999,-3.581382419,-1.569276097,-1.643855999,,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
323,lisha etal,2018,Structural rec.txt,0.046150539,0.053437598,0.013633669,1.542336648,-0.058386833,-0.233113158,1.542336648,-0.058386833,-0.233113158,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
324,Liu etal,2009,comparative study.txt,0.029005963,0.028571958,0.019359937,0.345785086,-0.796728446,0.158056987,0.345785086,-0.796728446,0.158056987,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
325,liu etal,2010,domestic biomas.txt,0.04465127,0.049342216,0.013768333,1.437699864,-0.179992035,-0.22391408,1.437699864,-0.179992035,-0.22391408,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
326,Ma etal,2008,microencapsulated phase.txt,0.012690228,0.020624803,0.013991163,-0.792920136,-1.032705273,-0.208692176,-0.792920136,-1.032705273,-0.208692176,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
327,maciel etal,2013,The impact.txt,-0.007874668,0.040389578,0.013388819,-2.228182154,-0.445824914,-0.249839286,-2.228182154,-0.445824914,-0.249839286,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
328,madvar etal,2018,Analysis.txt,0.034625887,0.147236108,0.027777778,0.738009892,2.726795541,0.733092655,0.738009892,,0.733092655,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
329,Maheshwari etal,2009,performance analysis.txt,0.017945686,0.104338229,0.011812352,-0.426132029,1.453018209,-0.357530116,-0.426132029,1.453018209,-0.357530116,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
330,maheshwari,2009,Performance.txt,0.028512917,0.106444106,0.02039058,0.311374446,1.515548529,0.228461819,0.311374446,1.515548529,0.228461819,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
331,mahmood etal,2019,Energy.txt,0.014534324,0.034982807,0.005154639,-0.664217294,-0.606369515,-0.812328745,-0.664217294,-0.606369515,-0.812328745,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
332,malakhov,2010,Economic.txt,0.012657293,0.08777878,0.023057486,-0.795218737,0.961314405,0.410642248,-0.795218737,0.961314405,0.410642248,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
333,maleki,2018,Modeling and optimum design.txt,0.037798557,0.063883553,0.004200798,0.959436372,0.251787487,-0.877487092,0.959436372,0.251787487,-0.877487092,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
334,man etal,2010,Operation.txt,0.006430094,0.011146301,0.003081232,-1.229826477,-1.314152793,-0.953966345,-1.229826477,-1.314152793,-0.953966345,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
335,marchetti,2010,Production.txt,0.02182113,0.028526454,0.012729844,-0.155657683,-0.798079597,-0.294854822,-0.155657683,-0.798079597,-0.294854822,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
336,markus,2013,Advanced.txt,0.009620312,0.034766149,0.008438819,-1.007175282,-0.612802787,-0.587981398,-1.007175282,-0.612802787,-0.587981398,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
337,marquiz,2013,analysis.txt,0.042579684,0.096687081,0.023702032,1.2931201,1.225830788,0.454672164,1.2931201,1.225830788,0.454672164,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
338,maslennikov etal,2010,Advanced.txt,0.023377099,0.038438436,0.009470182,-0.047063713,-0.503760648,-0.517527394,-0.047063713,-0.503760648,-0.517527394,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
339,mattera etal,2018,Online Energy Simulator.txt,0.025986463,0.071617707,0.017933783,0.135048567,0.481439648,0.060634225,0.135048567,0.481439648,0.060634225,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
340,mccarthy,2011,Comparison of the perfor.txt,0.022431251,0.021126392,0.012006861,-0.113076217,-1.017811479,-0.344242927,-0.113076217,-1.017811479,-0.344242927,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
341,mehrabian,2010,wet heat exchangers.txt,0.002197767,0.017546922,0.022343821,-1.525208376,-1.12409756,0.361890725,-1.525208376,-1.12409756,0.361890725,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
342,mempouo,2010,Cod.txt,0.03916657,0.103184688,0.041086812,1.054912542,1.418765835,1.642253287,1.054912542,1.418765835,1.642253287,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
343,meng etal,2010,Effects.txt,0.014829235,0.062540744,0.007105301,-0.643634908,0.211915152,-0.679076065,-0.643634908,0.211915152,-0.679076065,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
344,meng etal,2010,Multiobjective analyses.txt,0.022731507,0.049619866,0.008165829,-0.092120819,-0.171747679,-0.606629726,-0.092120819,-0.171747679,-0.606629726,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
345,Michel Gueldry,2018,Climate.txt,0.04576687,0.04969881,0.000979552,1.515559639,-0.169403602,-1.097535382,1.515559639,-0.169403602,-1.097535382,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
346,michelle,2013,A preliminary.txt,0.011633136,0.031824123,0.017056396,-0.866696587,-0.700161101,0.000698583,-0.866696587,-0.700161101,0.000698583,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
347,mohamed,2011,Exploring.txt,0.052983629,0.115264516,0.039648438,2.019230539,1.77745516,1.543995681,2.019230539,1.77745516,1.543995681,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
348,Mohammad etal,2020,wind farm.txt,0.030495361,0.047557632,0.010620765,0.449732925,-0.232982118,-0.438929252,0.449732925,-0.232982118,-0.438929252,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
349,mohan ,2011,Parametric.txt,0.023103965,0.087874286,0.028711898,-0.066126293,0.964150265,0.796903826,-0.066126293,0.964150265,0.796903826,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
350,Mohan etal,2008,air cooled hydrogen storage.txt,0.040564313,0.008390205,0.017808219,1.152463632,-1.395990226,0.052056771,1.152463632,-1.395990226,0.052056771,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
351,mohan,2009,The performance.txt,0.038117886,0.036595054,0.014892332,0.981722944,-0.558496667,-0.147131937,0.981722944,-0.558496667,-0.147131937,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
352,mojahedi etal,2020,Designing p.txt,0.000959553,0.071987364,0.00112507,-1.611625611,0.49241596,-1.087594792,-1.611625611,0.49241596,-1.087594792,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
353,Mojtaba,2018,natural.txt,0.025708565,0.058922522,0.030935252,0.115653609,0.104478368,0.948784562,0.115653609,0.104478368,0.948784562,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
354,molero,2013,Towards.txt,0.037330808,0.073882727,0.025362319,0.926791346,0.548695456,0.568088939,0.926791346,0.548695456,0.568088939,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
